JAHR,BFS_NR_GEMEINDE,GEMEINDE_NAME,EINWOHNER,energiebezugsflaeche,erdoelbrennstoffe,erdgas,elektrizitaet,holzenergie,fernwaerme,umweltwaerme,solarwaerme,andere,total
2019,4941,Märstetten,2884,234614,9.327,8.905,2.155,2.678,0.327,2.181,0.223,0.031,25.827
2019,4746,Münchwilen (TG),5667,476394,18.956,13.849,4.641,3.054,2.805,4.302,0.5,0.052,48.16
2019,4841,Pfyn,2065,166383,6.459,6.917,1.53,2.806,0.01,1.425,0.128,,19.274
2019,4851,Salenstein,1364,153821,6.869,4.028,1.557,3.105,0.241,1.389,0.066,0.028,17.282
2019,4441,Salmsach,1454,108870,5.277,4.062,1.185,0.968,,1.207,0.07,,12.769
2019,4611,Thundorf,1486,125111,5.933,0.055,1.752,4.333,0.404,1.637,0.158,0.035,14.307
2019,4616,Uesslingen-Buch,1078,99572,5.531,,1.776,2.906,0.07,1.543,0.096,0.008,11.931
2019,4871,Wagenhausen,1711,171679,8.891,2.734,2.01,4.541,0.591,1.282,0.107,0.035,20.191
2019,4781,Wängi,4742,374797,20.953,6.182,5.018,5.335,0.36,4.878,0.209,0.011,42.946
2019,4946,Weinfelden,11559,1165437,24.747,71.773,4.725,4.432,5.119,4.129,1.01,0.276,116.212
2019,4791,Wuppenau,1118,98589,4.447,0.002,1.508,3.864,0.505,1.495,0.131,0.037,11.989
2019,4551,Aadorf,9028,714840,26.252,25.348,7.893,8.011,4.326,7.088,0.499,0.022,79.438
2019,4711,Affeltrangen,2603,226839,13.103,2.382,3.086,4.127,0.495,2.493,0.103,0.178,25.968
2019,4881,Amlikon-Bissegg,1333,134667,7.13,,2.135,3.462,0.451,2.114,0.095,,15.387
2019,4891,Berg (TG),3444,301421,9.155,13.364,3.22,3.555,0.282,3.134,0.28,,32.99
2019,4801,Berlingen,894,99022,4.55,6.073,1.376,0.857,0.032,0.619,0.051,0.057,13.616
2019,4716,Bettwiesen,1223,90092,5.025,1.287,1.229,1.359,0.032,0.736,0.023,,9.693
2019,4911,Bürglen (TG),3949,298216,10.771,15.638,2.2,2.129,0.212,2.396,0.27,,33.617
2019,4545,Diessenhofen,4029,353872,14.142,13.387,3.898,4.085,0.297,3.232,0.111,0.015,39.166
